age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y,pdays_recod
32.0,management,married,tertiary,0.0,4908.0,0.0,1.0,cellular,13.0,may,491.0,2.0,0.0,0.0,0.0
32.0,unemployed,single,tertiary,0.0,336.0,1.0,0.0,cellular,8.0,may,139.0,1.0,0.0,0.0,0.0
32.0,management,single,tertiary,0.0,131.0,0.0,0.0,cellular,3.0,jun,267.0,3.0,0.0,0.0,0.0
43.0,management,married,tertiary,0.0,348.0,0.0,1.0,cellular,15.0,may,88.0,3.0,0.0,0.0,0.0
25.0,self-employed,single,tertiary,0.0,453.0,1.0,0.0,cellular,17.0,jul,134.0,1.0,0.0,0.0,0.0
55.0,admin,married,secondary,0.0,1102.0,1.0,0.0,cellular,15.0,may,126.0,2.0,0.0,0.0,0.0
24.0,admin,single,secondary,0.0,926.0,1.0,1.0,cellular,15.0,may,191.0,1.0,0.0,0.0,0.0
39.0,management,divorced,tertiary,0.0,502.0,1.0,0.0,cellular,3.0,feb,267.0,4.0,3.0,0.0,130.0
38.0,management,single,tertiary,0.0,8669.0,1.0,0.0,cellular,20.0,apr,5.0,3.0,6.0,0.0,250.0
48.0,blue-collar,single,secondary,0.0,316.0,0.0,0.0,cellular,5.0,jun,560.0,2.0,0.0,0.0,0.0
36.0,management,married,tertiary,0.0,9324.0,1.0,0.0,cellular,30.0,mar,138.0,8.0,0.0,0.0,0.0
45.0,admin,married,secondary,0.0,72.0,1.0,1.0,cellular,15.0,may,262.0,2.0,0.0,0.0,48.0
33.0,self-employed,single,tertiary,0.0,61.0,0.0,0.0,cellular,19.0,aug,836.0,3.0,0.0,1.0,0.0
38.0,technician,single,secondary,0.0,173.0,0.0,0.0,cellular,29.0,aug,150.0,4.0,0.0,0.0,0.0
39.0,services,single,secondary,1.0,-162.0,1.0,0.0,cellular,15.0,may,44.0,2.0,0.0,0.0,0.0
30.0,management,single,tertiary,0.0,47.0,0.0,1.0,cellular,31.0,jul,11.0,2.0,0.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,326.0,1.0,1.0,cellular,15.0,may,150.0,2.0,0.0,0.0,0.0
60.0,admin,married,secondary,0.0,2552.0,0.0,1.0,cellular,30.0,jan,255.0,2.0,4.0,0.0,398.0
36.0,management,single,tertiary,0.0,1283.0,1.0,0.0,cellular,18.0,aug,92.0,5.0,0.0,0.0,0.0
65.0,housemaid,married,primary,0.0,2179.0,1.0,0.0,cellular,4.0,sep,112.0,7.0,0.0,0.0,0.0
39.0,management,married,tertiary,0.0,1047.0,0.0,0.0,cellular,6.0,jun,554.0,1.0,0.0,1.0,0.0
52.0,blue-collar,married,primary,0.0,36.0,0.0,0.0,cellular,13.0,aug,109.0,2.0,0.0,0.0,0.0
55.0,technician,married,secondary,1.0,-308.0,0.0,0.0,cellular,2.0,feb,781.0,1.0,0.0,1.0,0.0
26.0,management,single,tertiary,0.0,1177.0,0.0,0.0,cellular,19.0,oct,116.0,1.0,0.0,0.0,0.0
40.0,self-employed,married,primary,0.0,2077.0,1.0,0.0,cellular,13.0,may,363.0,1.0,0.0,0.0,227.0
52.0,entrepreneur,married,secondary,0.0,0.0,0.0,0.0,cellular,7.0,aug,82.0,2.0,0.0,0.0,0.0
29.0,self-employed,married,tertiary,0.0,1.0,0.0,0.0,cellular,18.0,jul,167.0,3.0,0.0,0.0,0.0
41.0,blue-collar,married,primary,0.0,7735.0,1.0,0.0,cellular,20.0,nov,220.0,1.0,1.0,0.0,210.0
30.0,technician,single,tertiary,0.0,1922.0,1.0,0.0,cellular,18.0,may,546.0,1.0,0.0,0.0,0.0
28.0,student,single,secondary,0.0,153.0,0.0,0.0,cellular,23.0,jul,1124.0,2.0,0.0,1.0,0.0
26.0,blue-collar,married,secondary,0.0,2770.0,1.0,0.0,cellular,8.0,may,141.0,1.0,0.0,0.0,0.0
39.0,management,married,secondary,0.0,139.0,0.0,0.0,cellular,27.0,may,188.0,1.0,2.0,0.0,239.0
48.0,technician,married,secondary,0.0,178.0,1.0,0.0,cellular,17.0,jun,320.0,4.0,0.0,0.0,0.0
35.0,blue-collar,married,secondary,0.0,444.0,1.0,0.0,cellular,15.0,apr,244.0,3.0,0.0,0.0,0.0
39.0,services,single,secondary,0.0,209.0,1.0,0.0,cellular,22.0,jul,319.0,2.0,0.0,0.0,0.0
49.0,blue-collar,married,secondary,0.0,3096.0,0.0,0.0,cellular,16.0,jun,147.0,2.0,0.0,0.0,0.0
34.0,admin,married,secondary,0.0,5320.0,0.0,0.0,cellular,3.0,mar,114.0,6.0,5.0,0.0,-67.0
31.0,admin,married,secondary,0.0,0.0,1.0,1.0,cellular,18.0,nov,79.0,3.0,0.0,0.0,0.0
40.0,blue-collar,married,secondary,0.0,6767.0,1.0,0.0,cellular,20.0,nov,97.0,2.0,0.0,0.0,0.0
48.0,technician,married,secondary,0.0,427.0,1.0,0.0,cellular,14.0,may,201.0,1.0,0.0,0.0,0.0
38.0,services,married,secondary,0.0,8876.0,0.0,0.0,cellular,2.0,feb,280.0,2.0,1.0,0.0,325.0
53.0,management,married,tertiary,0.0,146.0,0.0,0.0,cellular,30.0,may,150.0,1.0,0.0,0.0,0.0
59.0,retired,divorced,tertiary,0.0,319.0,0.0,0.0,cellular,24.0,jul,129.0,1.0,0.0,0.0,0.0
28.0,unemployed,single,secondary,0.0,304.0,0.0,0.0,cellular,14.0,jun,516.0,2.0,0.0,0.0,0.0
41.0,blue-collar,married,primary,0.0,389.0,1.0,0.0,cellular,16.0,jun,127.0,2.0,0.0,0.0,0.0
50.0,management,single,primary,0.0,766.0,0.0,0.0,cellular,17.0,may,174.0,2.0,0.0,0.0,0.0
31.0,admin,married,secondary,0.0,0.0,1.0,0.0,cellular,29.0,jul,82.0,5.0,0.0,0.0,0.0
30.0,technician,single,secondary,0.0,3107.0,1.0,0.0,cellular,3.0,jun,1516.0,2.0,0.0,0.0,0.0
59.0,admin,divorced,secondary,0.0,174.0,1.0,0.0,cellular,16.0,may,204.0,1.0,0.0,0.0,0.0
33.0,technician,divorced,secondary,1.0,-305.0,0.0,1.0,cellular,9.0,may,109.0,1.0,0.0,0.0,0.0
30.0,management,single,tertiary,0.0,6164.0,1.0,0.0,cellular,27.0,may,152.0,11.0,0.0,0.0,0.0
71.0,retired,married,secondary,0.0,2850.0,0.0,0.0,cellular,17.0,feb,185.0,1.0,0.0,1.0,0.0
30.0,services,single,primary,0.0,79.0,1.0,0.0,cellular,15.0,may,317.0,1.0,0.0,0.0,0.0
34.0,technician,single,secondary,0.0,5039.0,0.0,0.0,cellular,20.0,nov,205.0,6.0,0.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,360.0,1.0,0.0,telephone,19.0,nov,46.0,1.0,2.0,0.0,218.0
52.0,admin,married,secondary,0.0,199.0,0.0,0.0,cellular,28.0,jan,978.0,2.0,1.0,0.0,211.0
33.0,self-employed,single,secondary,0.0,238.0,1.0,1.0,cellular,5.0,feb,45.0,5.0,0.0,0.0,0.0
38.0,management,married,secondary,0.0,5092.0,1.0,0.0,cellular,17.0,jun,145.0,6.0,0.0,0.0,0.0
41.0,admin,married,secondary,0.0,1088.0,1.0,0.0,cellular,28.0,jan,183.0,1.0,0.0,0.0,0.0
42.0,management,divorced,tertiary,0.0,221.0,1.0,0.0,cellular,7.0,may,720.0,2.0,0.0,0.0,0.0
38.0,blue-collar,divorced,secondary,0.0,889.0,0.0,1.0,cellular,18.0,jun,362.0,1.0,0.0,0.0,0.0
48.0,blue-collar,married,primary,0.0,750.0,1.0,0.0,cellular,18.0,may,183.0,6.0,0.0,0.0,0.0
34.0,technician,single,secondary,0.0,0.0,1.0,1.0,cellular,16.0,may,214.0,1.0,0.0,0.0,0.0
39.0,blue-collar,married,primary,0.0,1291.0,1.0,0.0,cellular,14.0,may,142.0,3.0,0.0,0.0,141.0
33.0,technician,married,secondary,0.0,1844.0,1.0,0.0,cellular,29.0,may,241.0,3.0,0.0,0.0,0.0
39.0,management,married,tertiary,0.0,89.0,1.0,1.0,telephone,9.0,feb,148.0,6.0,0.0,0.0,0.0
36.0,admin,married,secondary,0.0,4280.0,0.0,0.0,cellular,19.0,jun,227.0,6.0,0.0,0.0,0.0
39.0,technician,single,secondary,0.0,0.0,1.0,0.0,cellular,21.0,aug,126.0,2.0,0.0,0.0,0.0
33.0,blue-collar,married,secondary,0.0,625.0,1.0,0.0,cellular,28.0,may,183.0,1.0,0.0,0.0,0.0
55.0,technician,married,secondary,0.0,574.0,1.0,0.0,cellular,29.0,jan,243.0,2.0,0.0,0.0,0.0
39.0,management,married,primary,0.0,320.0,1.0,0.0,cellular,30.0,may,171.0,2.0,0.0,0.0,0.0
25.0,technician,single,tertiary,0.0,468.0,1.0,0.0,cellular,15.0,may,147.0,1.0,0.0,0.0,0.0
47.0,services,married,secondary,0.0,440.0,1.0,0.0,cellular,12.0,jun,91.0,1.0,0.0,0.0,0.0
40.0,unemployed,married,secondary,0.0,0.0,1.0,0.0,cellular,19.0,nov,332.0,1.0,1.0,0.0,217.0
59.0,retired,married,secondary,0.0,5706.0,1.0,0.0,cellular,25.0,jul,471.0,2.0,0.0,0.0,0.0
40.0,management,married,primary,0.0,7780.0,0.0,0.0,telephone,4.0,may,364.0,1.0,1.0,0.0,45.0
30.0,management,married,secondary,0.0,-559.0,1.0,1.0,cellular,7.0,may,98.0,1.0,2.0,0.0,233.0
25.0,entrepreneur,single,tertiary,0.0,16874.0,1.0,1.0,cellular,15.0,may,117.0,2.0,0.0,0.0,0.0
58.0,retired,married,primary,0.0,1987.0,0.0,0.0,telephone,14.0,jul,185.0,4.0,0.0,0.0,0.0
39.0,entrepreneur,married,secondary,0.0,98.0,1.0,0.0,telephone,15.0,may,59.0,3.0,1.0,0.0,33.0
40.0,self-employed,married,tertiary,0.0,642.0,0.0,0.0,cellular,18.0,nov,147.0,3.0,0.0,0.0,0.0
38.0,blue-collar,married,secondary,0.0,526.0,1.0,1.0,cellular,23.0,may,553.0,2.0,0.0,0.0,0.0
66.0,management,single,tertiary,0.0,6483.0,0.0,0.0,cellular,13.0,aug,183.0,1.0,0.0,0.0,0.0
47.0,management,married,tertiary,0.0,2306.0,0.0,0.0,telephone,6.0,aug,239.0,4.0,0.0,1.0,0.0
37.0,blue-collar,married,secondary,0.0,954.0,1.0,0.0,cellular,2.0,jun,402.0,9.0,0.0,0.0,0.0
36.0,management,single,tertiary,0.0,-679.0,1.0,1.0,cellular,7.0,may,172.0,1.0,1.0,0.0,307.0
50.0,blue-collar,married,primary,0.0,-1.0,0.0,0.0,cellular,19.0,aug,195.0,2.0,0.0,0.0,0.0
76.0,retired,married,secondary,0.0,2590.0,0.0,0.0,telephone,9.0,may,183.0,12.0,0.0,0.0,0.0
42.0,admin,married,secondary,0.0,462.0,1.0,0.0,cellular,5.0,jun,57.0,6.0,0.0,0.0,0.0
58.0,services,divorced,secondary,0.0,462.0,0.0,0.0,cellular,13.0,nov,495.0,1.0,1.0,1.0,307.0
28.0,self-employed,single,tertiary,0.0,0.0,1.0,0.0,cellular,21.0,jul,479.0,1.0,0.0,0.0,0.0
41.0,technician,married,secondary,0.0,0.0,0.0,0.0,cellular,29.0,aug,141.0,2.0,0.0,0.0,0.0
30.0,management,married,primary,0.0,151.0,0.0,0.0,cellular,19.0,aug,82.0,4.0,0.0,0.0,0.0
27.0,services,single,secondary,0.0,266.0,0.0,1.0,cellular,7.0,may,232.0,1.0,0.0,0.0,0.0
48.0,management,married,tertiary,0.0,0.0,0.0,0.0,cellular,26.0,may,60.0,5.0,0.0,0.0,0.0
36.0,technician,married,tertiary,0.0,491.0,1.0,0.0,cellular,8.0,may,103.0,3.0,0.0,0.0,0.0
54.0,management,married,tertiary,0.0,3.0,0.0,1.0,cellular,8.0,jul,443.0,1.0,0.0,0.0,0.0
36.0,blue-collar,married,secondary,0.0,198.0,1.0,0.0,cellular,9.0,may,400.0,2.0,0.0,0.0,0.0
52.0,housemaid,married,secondary,0.0,14363.0,0.0,0.0,cellular,5.0,jun,132.0,1.0,0.0,0.0,0.0
34.0,technician,divorced,secondary,0.0,0.0,1.0,1.0,cellular,18.0,aug,374.0,16.0,0.0,0.0,0.0
43.0,technician,married,secondary,0.0,136.0,0.0,0.0,cellular,25.0,aug,363.0,7.0,0.0,1.0,0.0
32.0,management,married,tertiary,0.0,28.0,0.0,0.0,cellular,8.0,aug,111.0,2.0,0.0,0.0,0.0
39.0,management,single,tertiary,0.0,335.0,0.0,0.0,cellular,29.0,may,130.0,4.0,0.0,0.0,0.0
51.0,housemaid,married,primary,0.0,174.0,0.0,0.0,telephone,29.0,jul,308.0,3.0,0.0,0.0,0.0
39.0,unemployed,married,secondary,0.0,270.0,1.0,0.0,cellular,3.0,jun,116.0,2.0,0.0,0.0,0.0
44.0,management,single,tertiary,0.0,1206.0,0.0,0.0,cellular,9.0,jul,160.0,2.0,0.0,0.0,0.0
49.0,housemaid,divorced,primary,0.0,198.0,1.0,0.0,cellular,13.0,may,205.0,3.0,0.0,0.0,0.0
25.0,technician,married,tertiary,0.0,914.0,1.0,0.0,cellular,12.0,may,185.0,2.0,0.0,0.0,0.0
39.0,management,married,secondary,0.0,31.0,1.0,0.0,cellular,20.0,nov,61.0,2.0,0.0,0.0,219.0
54.0,technician,married,secondary,0.0,0.0,0.0,0.0,telephone,14.0,aug,159.0,2.0,6.0,0.0,294.0
32.0,management,single,tertiary,0.0,347.0,1.0,0.0,cellular,18.0,may,213.0,1.0,6.0,0.0,136.0
36.0,management,married,tertiary,0.0,860.0,1.0,0.0,cellular,20.0,may,294.0,15.0,0.0,0.0,0.0
54.0,technician,married,secondary,0.0,462.0,1.0,0.0,cellular,10.0,jul,140.0,3.0,0.0,0.0,0.0
39.0,technician,married,secondary,0.0,0.0,1.0,1.0,cellular,28.0,jan,71.0,1.0,0.0,0.0,177.0
45.0,services,married,secondary,0.0,0.0,0.0,1.0,cellular,8.0,jul,47.0,7.0,0.0,0.0,0.0
31.0,admin,single,secondary,0.0,68.0,1.0,0.0,cellular,16.0,apr,570.0,2.0,0.0,0.0,0.0
45.0,management,married,secondary,0.0,-149.0,1.0,0.0,cellular,14.0,jul,287.0,2.0,0.0,0.0,0.0
46.0,management,divorced,tertiary,0.0,225.0,1.0,0.0,cellular,14.0,may,201.0,1.0,1.0,0.0,55.0
43.0,management,single,tertiary,0.0,2731.0,0.0,0.0,cellular,21.0,nov,11.0,7.0,0.0,0.0,0.0
50.0,management,married,tertiary,0.0,112.0,1.0,0.0,cellular,4.0,nov,70.0,5.0,5.0,0.0,315.0
39.0,management,divorced,tertiary,0.0,0.0,0.0,0.0,cellular,22.0,aug,54.0,2.0,0.0,0.0,0.0
42.0,services,married,secondary,0.0,3620.0,1.0,0.0,cellular,27.0,may,22.0,16.0,0.0,0.0,0.0
26.0,blue-collar,single,secondary,0.0,179.0,0.0,0.0,cellular,30.0,jul,103.0,3.0,0.0,0.0,0.0
47.0,admin,single,secondary,0.0,1544.0,1.0,0.0,cellular,6.0,apr,104.0,1.0,1.0,0.0,88.0
48.0,blue-collar,married,primary,0.0,199.0,0.0,0.0,telephone,18.0,aug,29.0,2.0,0.0,0.0,0.0
60.0,blue-collar,married,secondary,0.0,231.0,1.0,0.0,cellular,12.0,may,57.0,2.0,0.0,0.0,0.0
27.0,admin,divorced,secondary,0.0,76.0,1.0,0.0,cellular,4.0,jun,183.0,1.0,0.0,0.0,0.0
28.0,admin,single,secondary,0.0,189.0,1.0,0.0,cellular,31.0,jul,68.0,2.0,0.0,0.0,0.0
58.0,management,married,primary,0.0,565.0,0.0,0.0,telephone,7.0,jul,876.0,1.0,0.0,1.0,0.0
39.0,entrepreneur,married,tertiary,0.0,310.0,0.0,0.0,cellular,1.0,sep,76.0,1.0,0.0,0.0,0.0
36.0,services,married,secondary,0.0,1746.0,1.0,0.0,cellular,26.0,may,99.0,1.0,0.0,0.0,0.0
39.0,technician,married,secondary,0.0,6.0,1.0,0.0,cellular,18.0,may,122.0,3.0,4.0,0.0,43.0
52.0,unemployed,married,primary,0.0,-110.0,0.0,1.0,cellular,29.0,jan,141.0,1.0,0.0,0.0,0.0
55.0,retired,married,secondary,0.0,2749.0,1.0,1.0,cellular,29.0,may,183.0,2.0,0.0,0.0,0.0
36.0,management,single,secondary,0.0,462.0,1.0,0.0,cellular,3.0,jun,435.0,3.0,0.0,0.0,0.0
39.0,admin,married,secondary,0.0,-650.0,0.0,0.0,cellular,15.0,may,123.0,2.0,1.0,0.0,36.0
47.0,blue-collar,married,primary,0.0,292.0,0.0,1.0,telephone,28.0,jul,210.0,3.0,0.0,0.0,0.0
42.0,housemaid,married,primary,0.0,5774.0,1.0,0.0,cellular,15.0,may,54.0,2.0,0.0,0.0,0.0
58.0,retired,married,secondary,0.0,35.0,1.0,0.0,cellular,29.0,jul,336.0,7.0,0.0,0.0,0.0
68.0,retired,married,secondary,0.0,19317.0,1.0,0.0,cellular,4.0,aug,249.0,1.0,0.0,1.0,0.0
43.0,technician,married,secondary,0.0,50.0,0.0,0.0,cellular,28.0,may,63.0,1.0,0.0,0.0,0.0
44.0,blue-collar,married,secondary,0.0,-674.0,1.0,0.0,cellular,5.0,may,257.0,1.0,0.0,0.0,0.0
49.0,technician,married,tertiary,0.0,3726.0,0.0,0.0,cellular,5.0,aug,875.0,2.0,0.0,1.0,0.0
57.0,retired,married,tertiary,0.0,1180.0,1.0,1.0,cellular,14.0,may,191.0,2.0,0.0,0.0,0.0
61.0,self-employed,divorced,tertiary,0.0,6610.0,0.0,0.0,cellular,24.0,feb,183.0,2.0,0.0,1.0,0.0
36.0,admin,single,secondary,0.0,319.0,1.0,0.0,cellular,18.0,may,120.0,2.0,0.0,0.0,0.0
31.0,blue-collar,married,secondary,0.0,1545.0,1.0,1.0,cellular,13.0,may,207.0,1.0,0.0,0.0,0.0
51.0,technician,married,tertiary,0.0,1315.0,0.0,0.0,telephone,5.0,jun,303.0,2.0,0.0,0.0,0.0
56.0,blue-collar,married,primary,0.0,151.0,0.0,0.0,cellular,3.0,feb,183.0,1.0,0.0,0.0,0.0
30.0,technician,single,tertiary,0.0,-970.0,0.0,1.0,cellular,21.0,aug,194.0,2.0,0.0,0.0,0.0
38.0,services,married,secondary,0.0,-762.0,1.0,1.0,cellular,30.0,may,408.0,2.0,0.0,0.0,0.0
31.0,blue-collar,married,tertiary,0.0,-120.0,1.0,0.0,cellular,17.0,jul,231.0,2.0,0.0,0.0,0.0
39.0,admin,divorced,secondary,0.0,711880.0,1.0,0.0,cellular,20.0,jun,20.0,3.0,0.0,0.0,0.0
39.0,management,married,tertiary,0.0,78.0,1.0,0.0,cellular,14.0,jan,218.0,3.0,0.0,0.0,239.0
39.0,management,married,secondary,0.0,209.0,0.0,0.0,cellular,23.0,jul,36.0,2.0,0.0,0.0,0.0
26.0,admin,married,secondary,0.0,2469.0,0.0,0.0,cellular,16.0,jul,136.0,8.0,0.0,0.0,0.0
55.0,technician,married,secondary,0.0,0.0,0.0,0.0,cellular,19.0,nov,336.0,1.0,0.0,0.0,0.0
34.0,housemaid,married,tertiary,0.0,0.0,0.0,0.0,cellular,26.0,may,141.0,1.0,1.0,0.0,212.0
32.0,management,married,tertiary,0.0,0.0,0.0,0.0,cellular,26.0,aug,104.0,9.0,0.0,0.0,0.0
53.0,technician,married,secondary,0.0,719.0,1.0,0.0,cellular,14.0,may,230.0,1.0,0.0,0.0,0.0
44.0,management,divorced,tertiary,0.0,0.0,0.0,0.0,cellular,10.0,aug,71.0,1.0,0.0,0.0,0.0
47.0,self-employed,married,tertiary,0.0,4543.0,1.0,0.0,cellular,14.0,may,183.0,1.0,0.0,0.0,0.0
36.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,27.0,may,145.0,2.0,0.0,0.0,0.0
46.0,blue-collar,married,secondary,0.0,-1400.0,1.0,0.0,telephone,6.0,may,309.0,3.0,4.0,0.0,45.0
43.0,management,married,secondary,0.0,2160.0,0.0,0.0,cellular,8.0,sep,261.0,1.0,1.0,1.0,302.0
38.0,management,married,tertiary,0.0,3452.0,0.0,0.0,cellular,13.0,aug,132.0,2.0,0.0,0.0,0.0
27.0,technician,single,secondary,0.0,842.0,0.0,0.0,cellular,30.0,jul,273.0,1.0,1.0,0.0,309.0
38.0,management,married,secondary,0.0,462.0,0.0,0.0,cellular,25.0,may,349.0,2.0,1.0,1.0,217.0
41.0,unemployed,married,tertiary,0.0,1666.0,0.0,0.0,cellular,9.0,jun,291.0,3.0,0.0,0.0,0.0
29.0,technician,married,secondary,0.0,0.0,1.0,0.0,cellular,28.0,jul,83.0,6.0,0.0,0.0,0.0
39.0,services,married,secondary,0.0,0.0,1.0,0.0,cellular,20.0,may,793.0,2.0,0.0,0.0,0.0
42.0,blue-collar,single,primary,0.0,1628.0,1.0,0.0,cellular,5.0,feb,119.0,1.0,8.0,0.0,205.0
47.0,services,married,secondary,0.0,51.0,1.0,1.0,cellular,16.0,may,312.0,1.0,0.0,0.0,0.0
30.0,blue-collar,single,secondary,1.0,447.0,0.0,0.0,cellular,14.0,may,103.0,6.0,0.0,0.0,0.0
45.0,housemaid,married,tertiary,0.0,4994.0,0.0,0.0,cellular,20.0,jun,48.0,1.0,0.0,0.0,0.0
59.0,management,married,primary,0.0,462.0,0.0,0.0,cellular,20.0,jun,81.0,3.0,0.0,0.0,0.0
50.0,technician,married,secondary,0.0,0.0,0.0,0.0,cellular,7.0,jul,152.0,2.0,0.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,293.0,1.0,0.0,cellular,23.0,may,160.0,3.0,0.0,0.0,0.0
36.0,management,married,secondary,0.0,474.0,1.0,0.0,cellular,27.0,may,59.0,2.0,0.0,0.0,0.0
44.0,blue-collar,married,secondary,0.0,16178.0,1.0,0.0,cellular,21.0,nov,297.0,1.0,0.0,0.0,0.0
36.0,management,married,tertiary,0.0,0.0,0.0,0.0,cellular,22.0,aug,147.0,2.0,0.0,0.0,0.0
27.0,management,married,tertiary,0.0,88.0,0.0,0.0,cellular,4.0,may,143.0,1.0,0.0,0.0,0.0
29.0,services,married,secondary,0.0,308.0,1.0,0.0,cellular,28.0,may,75.0,1.0,0.0,0.0,0.0
70.0,management,married,secondary,0.0,1164.0,0.0,0.0,telephone,14.0,may,338.0,3.0,2.0,0.0,215.0
44.0,management,married,tertiary,0.0,13893.0,0.0,0.0,cellular,11.0,jun,29.0,2.0,0.0,0.0,0.0
55.0,management,married,tertiary,0.0,0.0,1.0,0.0,cellular,14.0,may,159.0,2.0,0.0,0.0,0.0
36.0,technician,divorced,secondary,0.0,-435.0,1.0,0.0,cellular,2.0,jun,85.0,8.0,0.0,0.0,0.0
28.0,technician,single,secondary,0.0,389.0,1.0,0.0,cellular,11.0,may,15.0,7.0,0.0,0.0,0.0
50.0,management,divorced,tertiary,0.0,356.0,0.0,0.0,cellular,8.0,may,198.0,2.0,5.0,0.0,42.0
49.0,technician,married,secondary,0.0,2718.0,0.0,0.0,cellular,19.0,may,114.0,2.0,0.0,0.0,0.0
39.0,retired,divorced,tertiary,0.0,462.0,0.0,0.0,cellular,12.0,aug,1117.0,2.0,0.0,0.0,0.0
39.0,admin,single,secondary,0.0,757.0,0.0,0.0,cellular,3.0,feb,343.0,2.0,0.0,0.0,0.0
45.0,management,single,tertiary,0.0,16.0,0.0,0.0,cellular,31.0,jul,59.0,2.0,0.0,0.0,0.0
39.0,blue-collar,married,secondary,0.0,-422.0,0.0,0.0,cellular,9.0,jul,31.0,1.0,0.0,0.0,0.0
45.0,admin,married,secondary,0.0,248.0,1.0,0.0,cellular,16.0,jul,212.0,2.0,0.0,0.0,0.0
47.0,technician,married,primary,0.0,145.0,1.0,0.0,cellular,7.0,may,157.0,6.0,0.0,0.0,0.0
35.0,management,married,tertiary,0.0,949.0,1.0,0.0,cellular,27.0,may,245.0,2.0,0.0,0.0,0.0
31.0,technician,single,tertiary,0.0,614.0,0.0,0.0,cellular,11.0,aug,72.0,4.0,0.0,0.0,0.0
33.0,blue-collar,married,tertiary,0.0,1209.0,1.0,0.0,cellular,16.0,apr,700.0,1.0,0.0,0.0,0.0
50.0,self-employed,married,tertiary,0.0,202.0,1.0,0.0,cellular,15.0,apr,107.0,1.0,4.0,0.0,252.0
51.0,management,married,secondary,0.0,1840.0,1.0,0.0,cellular,18.0,aug,312.0,3.0,0.0,0.0,0.0
34.0,technician,married,secondary,0.0,114.0,1.0,0.0,cellular,4.0,jun,153.0,1.0,3.0,0.0,91.0
56.0,services,married,secondary,0.0,462.0,0.0,1.0,cellular,23.0,jul,55.0,10.0,0.0,0.0,0.0
29.0,management,married,secondary,0.0,182.0,1.0,0.0,telephone,13.0,may,38.0,3.0,0.0,0.0,0.0
44.0,management,divorced,secondary,0.0,759.0,1.0,0.0,cellular,23.0,may,397.0,1.0,0.0,0.0,0.0
55.0,retired,married,secondary,0.0,4194.0,0.0,1.0,telephone,30.0,jul,208.0,3.0,0.0,0.0,0.0
35.0,student,single,tertiary,0.0,0.0,0.0,0.0,telephone,28.0,jan,122.0,2.0,0.0,0.0,0.0
36.0,technician,married,tertiary,0.0,629.0,1.0,0.0,cellular,29.0,dec,109.0,1.0,1.0,0.0,154.0
54.0,retired,married,secondary,0.0,153.0,1.0,1.0,cellular,26.0,may,74.0,1.0,0.0,0.0,0.0
32.0,management,married,tertiary,0.0,553.0,1.0,0.0,cellular,22.0,jul,72.0,1.0,0.0,0.0,0.0
36.0,management,divorced,tertiary,0.0,1057.0,0.0,0.0,cellular,5.0,feb,383.0,2.0,0.0,0.0,0.0
60.0,retired,married,secondary,0.0,78.0,1.0,0.0,cellular,12.0,may,113.0,3.0,0.0,0.0,0.0
32.0,technician,single,secondary,0.0,-28.0,0.0,1.0,cellular,4.0,jul,400.0,1.0,0.0,0.0,0.0
57.0,management,married,tertiary,0.0,929.0,0.0,0.0,cellular,19.0,aug,387.0,8.0,0.0,0.0,0.0
34.0,blue-collar,married,primary,0.0,428.0,1.0,0.0,cellular,18.0,may,59.0,2.0,0.0,0.0,0.0
27.0,student,single,secondary,0.0,462.0,1.0,0.0,cellular,13.0,may,528.0,1.0,2.0,0.0,42.0
52.0,management,single,tertiary,0.0,83.0,1.0,0.0,cellular,26.0,aug,1223.0,6.0,0.0,1.0,0.0
45.0,admin,divorced,secondary,0.0,998.0,1.0,0.0,telephone,30.0,jul,38.0,2.0,0.0,0.0,0.0
58.0,admin,single,secondary,0.0,2223.0,0.0,0.0,cellular,4.0,may,1139.0,2.0,0.0,0.0,286.0
39.0,blue-collar,single,primary,0.0,6.0,1.0,0.0,cellular,19.0,nov,286.0,2.0,0.0,0.0,0.0
48.0,management,single,secondary,0.0,312.0,1.0,1.0,cellular,3.0,feb,369.0,2.0,0.0,0.0,0.0
36.0,management,single,secondary,0.0,0.0,0.0,0.0,cellular,13.0,aug,333.0,5.0,0.0,0.0,0.0
31.0,technician,single,secondary,0.0,691.0,1.0,0.0,cellular,8.0,may,198.0,1.0,0.0,0.0,0.0
41.0,management,married,tertiary,0.0,771.0,1.0,0.0,cellular,26.0,aug,106.0,8.0,0.0,0.0,0.0
30.0,self-employed,single,secondary,0.0,192.0,0.0,0.0,cellular,22.0,jul,423.0,1.0,0.0,0.0,0.0
57.0,retired,married,tertiary,0.0,0.0,0.0,0.0,cellular,12.0,aug,116.0,4.0,0.0,0.0,0.0
29.0,admin,single,secondary,0.0,1070.0,1.0,0.0,cellular,19.0,may,30.0,1.0,1.0,1.0,43.0
29.0,services,divorced,secondary,0.0,84.0,1.0,0.0,cellular,13.0,apr,1101.0,2.0,0.0,1.0,0.0
30.0,management,single,tertiary,0.0,2.0,0.0,0.0,cellular,16.0,jun,102.0,1.0,1.0,0.0,315.0
